,label,yes_vote,no_vote,argouml,apache-jmeter-2.10,jfreechart-1.0.19,sql12,jruby-1.4.0,jEdit-4.2,columba-1.4-src,code_ensemble
2155,no,0,7,no,no,no,no,no,no,no,no
2156,no,0,7,no,no,no,no,no,no,no,no
2157,no,0,7,no,no,no,no,no,no,no,no
2158,no,0,7,no,no,no,no,no,no,no,no
2159,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2160,yes,6,1,yes,yes,yes,yes,yes,no,yes,yes
2161,no,0,7,no,no,no,no,no,no,no,no
2162,no,0,7,no,no,no,no,no,no,no,no
2163,no,0,7,no,no,no,no,no,no,no,no
2164,no,0,7,no,no,no,no,no,no,no,no
2165,no,0,7,no,no,no,no,no,no,no,no
2166,no,0,7,no,no,no,no,no,no,no,no
2167,no,3,4,no,no,yes,no,yes,yes,no,no
2168,no,0,7,no,no,no,no,no,no,no,no
2169,no,1,6,no,no,yes,no,no,no,no,no
2170,no,0,7,no,no,no,no,no,no,no,no
2171,no,0,7,no,no,no,no,no,no,no,no
2172,no,0,7,no,no,no,no,no,no,no,no
2173,no,0,7,no,no,no,no,no,no,no,no
2174,yes,1,6,no,no,no,no,no,yes,no,no
2175,no,0,7,no,no,no,no,no,no,no,no
2176,no,0,7,no,no,no,no,no,no,no,no
2177,yes,6,1,yes,yes,yes,yes,yes,no,yes,yes
2178,yes,6,1,yes,yes,no,yes,yes,yes,yes,yes
2179,yes,4,3,yes,no,no,yes,yes,no,yes,yes
2180,no,0,7,no,no,no,no,no,no,no,no
2181,no,0,7,no,no,no,no,no,no,no,no
2182,yes,4,3,no,yes,yes,no,yes,yes,no,yes
2183,no,0,7,no,no,no,no,no,no,no,no
2184,no,0,7,no,no,no,no,no,no,no,no
2185,no,0,7,no,no,no,no,no,no,no,no
2186,yes,6,1,yes,yes,yes,yes,yes,no,yes,yes
2187,no,0,7,no,no,no,no,no,no,no,no
2188,no,0,7,no,no,no,no,no,no,no,no
2189,no,0,7,no,no,no,no,no,no,no,no
2190,no,0,7,no,no,no,no,no,no,no,no
2191,no,0,7,no,no,no,no,no,no,no,no
2192,no,0,7,no,no,no,no,no,no,no,no
2193,no,0,7,no,no,no,no,no,no,no,no
2194,no,0,7,no,no,no,no,no,no,no,no
2195,no,0,7,no,no,no,no,no,no,no,no
2196,no,0,7,no,no,no,no,no,no,no,no
2197,no,0,7,no,no,no,no,no,no,no,no
2198,no,0,7,no,no,no,no,no,no,no,no
2199,no,0,7,no,no,no,no,no,no,no,no
2200,no,0,7,no,no,no,no,no,no,no,no
2201,yes,0,7,no,no,no,no,no,no,no,no
2202,no,0,7,no,no,no,no,no,no,no,no
2203,no,0,7,no,no,no,no,no,no,no,no
2204,yes,1,6,no,no,no,no,no,no,yes,no
2205,no,0,7,no,no,no,no,no,no,no,no
2206,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2207,no,0,7,no,no,no,no,no,no,no,no
2208,no,0,7,no,no,no,no,no,no,no,no
2209,no,0,7,no,no,no,no,no,no,no,no
2210,no,0,7,no,no,no,no,no,no,no,no
2211,no,0,7,no,no,no,no,no,no,no,no
2212,no,0,7,no,no,no,no,no,no,no,no
2213,yes,2,5,no,no,yes,no,no,yes,no,no
2214,no,0,7,no,no,no,no,no,no,no,no
2215,no,0,7,no,no,no,no,no,no,no,no
2216,yes,6,1,yes,yes,yes,yes,yes,no,yes,yes
2217,no,0,7,no,no,no,no,no,no,no,no
2218,no,0,7,no,no,no,no,no,no,no,no
2219,no,0,7,no,no,no,no,no,no,no,no
2220,no,0,7,no,no,no,no,no,no,no,no
2221,no,0,7,no,no,no,no,no,no,no,no
2222,no,0,7,no,no,no,no,no,no,no,no
2223,yes,1,6,no,no,no,no,no,yes,no,no
2224,no,0,7,no,no,no,no,no,no,no,no
2225,no,1,6,no,no,no,no,no,yes,no,no
2226,no,0,7,no,no,no,no,no,no,no,no
2227,no,0,7,no,no,no,no,no,no,no,no
2228,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2229,yes,1,6,no,no,no,no,no,yes,no,no
2230,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2231,no,1,6,no,no,no,no,no,yes,no,no
2232,no,0,7,no,no,no,no,no,no,no,no
2233,no,0,7,no,no,no,no,no,no,no,no
2234,no,0,7,no,no,no,no,no,no,no,no
2235,no,0,7,no,no,no,no,no,no,no,no
2236,no,0,7,no,no,no,no,no,no,no,no
2237,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2238,no,0,7,no,no,no,no,no,no,no,no
2239,no,0,7,no,no,no,no,no,no,no,no
2240,yes,6,1,yes,yes,yes,yes,no,yes,yes,yes
2241,no,0,7,no,no,no,no,no,no,no,no
2242,no,0,7,no,no,no,no,no,no,no,no
2243,yes,0,7,no,no,no,no,no,no,no,no
2244,no,1,6,no,no,no,no,no,yes,no,no
2245,no,1,6,yes,no,no,no,no,no,no,no
2246,no,0,7,no,no,no,no,no,no,no,no
2247,no,1,6,no,no,no,no,no,no,yes,no
2248,no,0,7,no,no,no,no,no,no,no,no
2249,no,0,7,no,no,no,no,no,no,no,no
2250,no,1,6,no,no,no,no,yes,no,no,no
2251,no,0,7,no,no,no,no,no,no,no,no
2252,no,0,7,no,no,no,no,no,no,no,no
2253,no,0,7,no,no,no,no,no,no,no,no
2254,no,0,7,no,no,no,no,no,no,no,no
2255,no,0,7,no,no,no,no,no,no,no,no
2256,no,0,7,no,no,no,no,no,no,no,no
2257,yes,6,1,yes,yes,yes,yes,yes,no,yes,yes
2258,no,0,7,no,no,no,no,no,no,no,no
2259,no,0,7,no,no,no,no,no,no,no,no
2260,no,0,7,no,no,no,no,no,no,no,no
2261,no,6,1,yes,yes,no,yes,yes,yes,yes,yes
2262,no,0,7,no,no,no,no,no,no,no,no
2263,no,0,7,no,no,no,no,no,no,no,no
2264,yes,0,7,no,no,no,no,no,no,no,no
2265,no,0,7,no,no,no,no,no,no,no,no
2266,no,0,7,no,no,no,no,no,no,no,no
2267,no,0,7,no,no,no,no,no,no,no,no
2268,no,0,7,no,no,no,no,no,no,no,no
2269,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2270,no,2,5,yes,no,no,no,no,no,yes,no
2271,no,0,7,no,no,no,no,no,no,no,no
2272,no,0,7,no,no,no,no,no,no,no,no
2273,no,0,7,no,no,no,no,no,no,no,no
2274,no,0,7,no,no,no,no,no,no,no,no
2275,no,0,7,no,no,no,no,no,no,no,no
2276,no,0,7,no,no,no,no,no,no,no,no
2277,no,0,7,no,no,no,no,no,no,no,no
2278,no,0,7,no,no,no,no,no,no,no,no
2279,no,0,7,no,no,no,no,no,no,no,no
2280,no,0,7,no,no,no,no,no,no,no,no
2281,no,6,1,yes,yes,no,yes,yes,yes,yes,yes
2282,no,0,7,no,no,no,no,no,no,no,no
2283,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2284,no,0,7,no,no,no,no,no,no,no,no
2285,no,1,6,no,no,no,no,no,yes,no,no
2286,no,0,7,no,no,no,no,no,no,no,no
2287,no,0,7,no,no,no,no,no,no,no,no
2288,no,1,6,no,no,no,no,no,yes,no,no
2289,no,0,7,no,no,no,no,no,no,no,no
2290,no,0,7,no,no,no,no,no,no,no,no
2291,no,0,7,no,no,no,no,no,no,no,no
2292,no,0,7,no,no,no,no,no,no,no,no
2293,no,0,7,no,no,no,no,no,no,no,no
2294,no,0,7,no,no,no,no,no,no,no,no
2295,no,0,7,no,no,no,no,no,no,no,no
2296,no,0,7,no,no,no,no,no,no,no,no
2297,no,0,7,no,no,no,no,no,no,no,no
2298,no,0,7,no,no,no,no,no,no,no,no
2299,no,1,6,no,no,no,no,yes,no,no,no
2300,no,0,7,no,no,no,no,no,no,no,no
2301,yes,1,6,yes,no,no,no,no,no,no,no
2302,no,0,7,no,no,no,no,no,no,no,no
2303,yes,6,1,yes,yes,yes,no,yes,yes,yes,yes
2304,no,0,7,no,no,no,no,no,no,no,no
2305,yes,6,1,yes,yes,yes,yes,yes,no,yes,yes
2306,no,0,7,no,no,no,no,no,no,no,no
2307,no,0,7,no,no,no,no,no,no,no,no
2308,no,0,7,no,no,no,no,no,no,no,no
2309,no,0,7,no,no,no,no,no,no,no,no
2310,yes,2,5,no,no,yes,no,no,no,yes,no
2311,no,0,7,no,no,no,no,no,no,no,no
2312,no,0,7,no,no,no,no,no,no,no,no
2313,yes,0,7,no,no,no,no,no,no,no,no
2314,no,0,7,no,no,no,no,no,no,no,no
2315,no,0,7,no,no,no,no,no,no,no,no
2316,no,0,7,no,no,no,no,no,no,no,no
2317,no,0,7,no,no,no,no,no,no,no,no
2318,no,1,6,no,no,yes,no,no,no,no,no
2319,no,0,7,no,no,no,no,no,no,no,no
2320,no,0,7,no,no,no,no,no,no,no,no
2321,no,1,6,yes,no,no,no,no,no,no,no
2322,no,1,6,no,no,no,no,no,yes,no,no
2323,no,0,7,no,no,no,no,no,no,no,no
2324,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2325,no,0,7,no,no,no,no,no,no,no,no
2326,no,1,6,no,no,no,no,no,yes,no,no
2327,no,0,7,no,no,no,no,no,no,no,no
2328,no,0,7,no,no,no,no,no,no,no,no
2329,no,0,7,no,no,no,no,no,no,no,no
2330,no,0,7,no,no,no,no,no,no,no,no
2331,no,0,7,no,no,no,no,no,no,no,no
2332,no,0,7,no,no,no,no,no,no,no,no
2333,no,0,7,no,no,no,no,no,no,no,no
2334,no,0,7,no,no,no,no,no,no,no,no
2335,no,1,6,yes,no,no,no,no,no,no,no
2336,no,0,7,no,no,no,no,no,no,no,no
2337,no,0,7,no,no,no,no,no,no,no,no
2338,no,0,7,no,no,no,no,no,no,no,no
2339,no,0,7,no,no,no,no,no,no,no,no
2340,no,0,7,no,no,no,no,no,no,no,no
2341,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2342,no,0,7,no,no,no,no,no,no,no,no
2343,yes,1,6,no,no,no,no,no,no,yes,no
2344,no,0,7,no,no,no,no,no,no,no,no
2345,no,0,7,no,no,no,no,no,no,no,no
2346,no,0,7,no,no,no,no,no,no,no,no
2347,no,1,6,no,no,no,yes,no,no,no,no
2348,no,0,7,no,no,no,no,no,no,no,no
2349,no,1,6,no,no,no,no,yes,no,no,no
2350,no,1,6,yes,no,no,no,no,no,no,no
2351,no,1,6,no,yes,no,no,no,no,no,no
2352,no,0,7,no,no,no,no,no,no,no,no
2353,no,0,7,no,no,no,no,no,no,no,no
2354,no,0,7,no,no,no,no,no,no,no,no
2355,yes,1,6,no,no,no,no,no,yes,no,no
2356,no,1,6,no,no,no,no,no,yes,no,no
2357,no,0,7,no,no,no,no,no,no,no,no
2358,no,0,7,no,no,no,no,no,no,no,no
2359,no,0,7,no,no,no,no,no,no,no,no
2360,no,0,7,no,no,no,no,no,no,no,no
2361,no,0,7,no,no,no,no,no,no,no,no
2362,no,0,7,no,no,no,no,no,no,no,no
2363,no,0,7,no,no,no,no,no,no,no,no
2364,no,0,7,no,no,no,no,no,no,no,no
2365,no,0,7,no,no,no,no,no,no,no,no
2366,no,0,7,no,no,no,no,no,no,no,no
2367,no,0,7,no,no,no,no,no,no,no,no
2368,no,0,7,no,no,no,no,no,no,no,no
2369,no,0,7,no,no,no,no,no,no,no,no
2370,no,0,7,no,no,no,no,no,no,no,no
2371,no,0,7,no,no,no,no,no,no,no,no
2372,no,0,7,no,no,no,no,no,no,no,no
2373,no,0,7,no,no,no,no,no,no,no,no
2374,no,0,7,no,no,no,no,no,no,no,no
2375,no,0,7,no,no,no,no,no,no,no,no
2376,no,0,7,no,no,no,no,no,no,no,no
2377,yes,6,1,yes,yes,yes,yes,yes,no,yes,yes
2378,yes,0,7,no,no,no,no,no,no,no,no
2379,no,0,7,no,no,no,no,no,no,no,no
2380,no,0,7,no,no,no,no,no,no,no,no
2381,no,0,7,no,no,no,no,no,no,no,no
2382,no,0,7,no,no,no,no,no,no,no,no
2383,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2384,no,0,7,no,no,no,no,no,no,no,no
2385,no,0,7,no,no,no,no,no,no,no,no
2386,no,0,7,no,no,no,no,no,no,no,no
2387,no,0,7,no,no,no,no,no,no,no,no
2388,no,0,7,no,no,no,no,no,no,no,no
2389,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2390,no,0,7,no,no,no,no,no,no,no,no
2391,no,2,5,no,yes,no,yes,no,no,no,no
2392,no,0,7,no,no,no,no,no,no,no,no
2393,no,0,7,no,no,no,no,no,no,no,no
2394,no,0,7,no,no,no,no,no,no,no,no
2395,no,1,6,no,no,no,no,no,yes,no,no
2396,no,0,7,no,no,no,no,no,no,no,no
2397,no,0,7,no,no,no,no,no,no,no,no
2398,no,0,7,no,no,no,no,no,no,no,no
2399,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2400,no,0,7,no,no,no,no,no,no,no,no
2401,no,0,7,no,no,no,no,no,no,no,no
2402,no,0,7,no,no,no,no,no,no,no,no
2403,no,0,7,no,no,no,no,no,no,no,no
2404,no,0,7,no,no,no,no,no,no,no,no
2405,no,1,6,no,no,no,no,no,yes,no,no
2406,yes,2,5,no,no,yes,no,yes,no,no,no
2407,no,0,7,no,no,no,no,no,no,no,no
2408,no,0,7,no,no,no,no,no,no,no,no
2409,no,0,7,no,no,no,no,no,no,no,no
2410,no,1,6,no,no,no,no,no,yes,no,no
2411,no,0,7,no,no,no,no,no,no,no,no
2412,yes,4,3,no,no,yes,yes,yes,yes,no,yes
2413,no,0,7,no,no,no,no,no,no,no,no
2414,no,0,7,no,no,no,no,no,no,no,no
2415,no,1,6,no,no,no,no,no,yes,no,no
2416,no,0,7,no,no,no,no,no,no,no,no
2417,no,0,7,no,no,no,no,no,no,no,no
2418,no,0,7,no,no,no,no,no,no,no,no
2419,no,0,7,no,no,no,no,no,no,no,no
2420,no,0,7,no,no,no,no,no,no,no,no
2421,no,0,7,no,no,no,no,no,no,no,no
2422,no,3,4,no,no,yes,no,yes,yes,no,no
2423,no,0,7,no,no,no,no,no,no,no,no
2424,no,1,6,no,no,yes,no,no,no,no,no
2425,no,0,7,no,no,no,no,no,no,no,no
2426,no,0,7,no,no,no,no,no,no,no,no
2427,no,0,7,no,no,no,no,no,no,no,no
2428,no,0,7,no,no,no,no,no,no,no,no
2429,no,0,7,no,no,no,no,no,no,no,no
2430,no,0,7,no,no,no,no,no,no,no,no
2431,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2432,yes,4,3,yes,no,no,yes,yes,no,yes,yes
2433,no,1,6,no,no,no,no,no,yes,no,no
2434,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2435,no,0,7,no,no,no,no,no,no,no,no
2436,no,0,7,no,no,no,no,no,no,no,no
2437,no,1,6,no,no,no,no,no,yes,no,no
2438,no,0,7,no,no,no,no,no,no,no,no
2439,no,0,7,no,no,no,no,no,no,no,no
2440,yes,5,2,yes,yes,yes,no,yes,yes,no,yes
2441,no,0,7,no,no,no,no,no,no,no,no
2442,no,0,7,no,no,no,no,no,no,no,no
2443,no,0,7,no,no,no,no,no,no,no,no
2444,no,1,6,no,no,yes,no,no,no,no,no
2445,no,0,7,no,no,no,no,no,no,no,no
2446,no,0,7,no,no,no,no,no,no,no,no
2447,no,0,7,no,no,no,no,no,no,no,no
2448,no,0,7,no,no,no,no,no,no,no,no
2449,no,0,7,no,no,no,no,no,no,no,no
2450,no,0,7,no,no,no,no,no,no,no,no
2451,no,0,7,no,no,no,no,no,no,no,no
2452,no,0,7,no,no,no,no,no,no,no,no
2453,no,0,7,no,no,no,no,no,no,no,no
2454,yes,6,1,yes,yes,yes,yes,yes,yes,no,yes
2455,no,0,7,no,no,no,no,no,no,no,no
2456,no,0,7,no,no,no,no,no,no,no,no
2457,no,0,7,no,no,no,no,no,no,no,no
2458,no,0,7,no,no,no,no,no,no,no,no
2459,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2460,no,0,7,no,no,no,no,no,no,no,no
2461,yes,4,3,yes,yes,no,no,yes,no,yes,yes
2462,no,0,7,no,no,no,no,no,no,no,no
2463,no,0,7,no,no,no,no,no,no,no,no
2464,no,0,7,no,no,no,no,no,no,no,no
2465,no,0,7,no,no,no,no,no,no,no,no
2466,yes,6,1,no,yes,yes,yes,yes,yes,yes,yes
2467,no,0,7,no,no,no,no,no,no,no,no
2468,no,0,7,no,no,no,no,no,no,no,no
2469,no,0,7,no,no,no,no,no,no,no,no
2470,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2471,no,0,7,no,no,no,no,no,no,no,no
2472,no,1,6,no,no,no,no,no,no,yes,no
2473,no,0,7,no,no,no,no,no,no,no,no
2474,no,0,7,no,no,no,no,no,no,no,no
2475,no,0,7,no,no,no,no,no,no,no,no
2476,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2477,no,1,6,yes,no,no,no,no,no,no,no
2478,no,1,6,no,no,no,no,no,no,yes,no
2479,no,0,7,no,no,no,no,no,no,no,no
2480,no,0,7,no,no,no,no,no,no,no,no
2481,no,0,7,no,no,no,no,no,no,no,no
2482,no,0,7,no,no,no,no,no,no,no,no
2483,no,0,7,no,no,no,no,no,no,no,no
2484,no,0,7,no,no,no,no,no,no,no,no
2485,no,0,7,no,no,no,no,no,no,no,no
2486,no,0,7,no,no,no,no,no,no,no,no
2487,no,0,7,no,no,no,no,no,no,no,no
2488,no,1,6,no,no,yes,no,no,no,no,no
2489,no,0,7,no,no,no,no,no,no,no,no
2490,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2491,no,0,7,no,no,no,no,no,no,no,no
2492,no,1,6,no,no,no,no,no,yes,no,no
2493,no,0,7,no,no,no,no,no,no,no,no
2494,yes,1,6,no,no,no,no,no,yes,no,no
2495,no,0,7,no,no,no,no,no,no,no,no
2496,no,0,7,no,no,no,no,no,no,no,no
2497,no,0,7,no,no,no,no,no,no,no,no
2498,no,0,7,no,no,no,no,no,no,no,no
2499,no,0,7,no,no,no,no,no,no,no,no
2500,no,0,7,no,no,no,no,no,no,no,no
2501,no,0,7,no,no,no,no,no,no,no,no
2502,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2503,no,0,7,no,no,no,no,no,no,no,no
2504,no,1,6,no,no,no,no,no,yes,no,no
2505,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2506,no,0,7,no,no,no,no,no,no,no,no
2507,no,0,7,no,no,no,no,no,no,no,no
2508,no,0,7,no,no,no,no,no,no,no,no
2509,no,2,5,no,yes,no,yes,no,no,no,no
2510,no,0,7,no,no,no,no,no,no,no,no
2511,no,0,7,no,no,no,no,no,no,no,no
2512,no,0,7,no,no,no,no,no,no,no,no
2513,no,0,7,no,no,no,no,no,no,no,no
2514,no,0,7,no,no,no,no,no,no,no,no
2515,no,0,7,no,no,no,no,no,no,no,no
2516,no,0,7,no,no,no,no,no,no,no,no
2517,no,0,7,no,no,no,no,no,no,no,no
2518,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2519,yes,6,1,yes,yes,yes,yes,no,yes,yes,yes
2520,no,0,7,no,no,no,no,no,no,no,no
2521,no,0,7,no,no,no,no,no,no,no,no
2522,no,0,7,no,no,no,no,no,no,no,no
2523,no,0,7,no,no,no,no,no,no,no,no
2524,yes,5,2,yes,yes,yes,yes,yes,no,no,yes
2525,no,0,7,no,no,no,no,no,no,no,no
2526,no,0,7,no,no,no,no,no,no,no,no
2527,yes,0,7,no,no,no,no,no,no,no,no
2528,no,0,7,no,no,no,no,no,no,no,no
2529,no,0,7,no,no,no,no,no,no,no,no
2530,no,1,6,no,no,no,no,no,yes,no,no
2531,no,0,7,no,no,no,no,no,no,no,no
2532,no,0,7,no,no,no,no,no,no,no,no
2533,yes,6,1,no,yes,yes,yes,yes,yes,yes,yes
2534,no,0,7,no,no,no,no,no,no,no,no
2535,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2536,no,0,7,no,no,no,no,no,no,no,no
2537,no,0,7,no,no,no,no,no,no,no,no
2538,no,0,7,no,no,no,no,no,no,no,no
2539,no,0,7,no,no,no,no,no,no,no,no
2540,yes,1,6,no,no,no,no,yes,no,no,no
2541,no,0,7,no,no,no,no,no,no,no,no
2542,yes,0,7,no,no,no,no,no,no,no,no
2543,no,1,6,no,yes,no,no,no,no,no,no
2544,no,0,7,no,no,no,no,no,no,no,no
2545,no,0,7,no,no,no,no,no,no,no,no
2546,no,0,7,no,no,no,no,no,no,no,no
2547,no,0,7,no,no,no,no,no,no,no,no
2548,no,0,7,no,no,no,no,no,no,no,no
2549,yes,0,7,no,no,no,no,no,no,no,no
2550,no,0,7,no,no,no,no,no,no,no,no
2551,yes,1,6,yes,no,no,no,no,no,no,no
2552,no,0,7,no,no,no,no,no,no,no,no
2553,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2554,no,0,7,no,no,no,no,no,no,no,no
2555,no,0,7,no,no,no,no,no,no,no,no
2556,no,0,7,no,no,no,no,no,no,no,no
2557,no,0,7,no,no,no,no,no,no,no,no
2558,no,6,1,no,yes,yes,yes,yes,yes,yes,yes
2559,no,0,7,no,no,no,no,no,no,no,no
2560,no,0,7,no,no,no,no,no,no,no,no
2561,no,0,7,no,no,no,no,no,no,no,no
2562,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2563,no,0,7,no,no,no,no,no,no,no,no
2564,no,0,7,no,no,no,no,no,no,no,no
2565,no,3,4,no,no,yes,no,yes,yes,no,no
2566,no,0,7,no,no,no,no,no,no,no,no
2567,no,0,7,no,no,no,no,no,no,no,no
2568,no,0,7,no,no,no,no,no,no,no,no
2569,no,2,5,yes,no,no,no,no,no,yes,no
2570,no,0,7,no,no,no,no,no,no,no,no
2571,no,3,4,no,no,yes,no,yes,yes,no,no
2572,yes,6,1,yes,yes,no,yes,yes,yes,yes,yes
2573,no,0,7,no,no,no,no,no,no,no,no
2574,no,0,7,no,no,no,no,no,no,no,no
2575,yes,1,6,no,no,no,no,no,yes,no,no
2576,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2577,no,0,7,no,no,no,no,no,no,no,no
2578,no,0,7,no,no,no,no,no,no,no,no
2579,no,1,6,yes,no,no,no,no,no,no,no
2580,no,0,7,no,no,no,no,no,no,no,no
2581,no,0,7,no,no,no,no,no,no,no,no
2582,no,0,7,no,no,no,no,no,no,no,no
2583,no,0,7,no,no,no,no,no,no,no,no
2584,yes,0,7,no,no,no,no,no,no,no,no
2585,no,0,7,no,no,no,no,no,no,no,no
2586,no,0,7,no,no,no,no,no,no,no,no
2587,no,0,7,no,no,no,no,no,no,no,no
2588,no,0,7,no,no,no,no,no,no,no,no
2589,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2590,no,0,7,no,no,no,no,no,no,no,no
2591,no,0,7,no,no,no,no,no,no,no,no
2592,no,0,7,no,no,no,no,no,no,no,no
2593,no,0,7,no,no,no,no,no,no,no,no
2594,no,0,7,no,no,no,no,no,no,no,no
2595,no,0,7,no,no,no,no,no,no,no,no
2596,no,0,7,no,no,no,no,no,no,no,no
2597,no,0,7,no,no,no,no,no,no,no,no
2598,no,0,7,no,no,no,no,no,no,no,no
2599,no,0,7,no,no,no,no,no,no,no,no
2600,no,0,7,no,no,no,no,no,no,no,no
2601,no,0,7,no,no,no,no,no,no,no,no
2602,no,1,6,yes,no,no,no,no,no,no,no
2603,no,2,5,no,yes,no,yes,no,no,no,no
2604,no,1,6,no,yes,no,no,no,no,no,no
2605,no,0,7,no,no,no,no,no,no,no,no
2606,no,0,7,no,no,no,no,no,no,no,no
2607,yes,6,1,yes,yes,yes,yes,yes,no,yes,yes
2608,no,0,7,no,no,no,no,no,no,no,no
2609,no,0,7,no,no,no,no,no,no,no,no
2610,no,0,7,no,no,no,no,no,no,no,no
2611,no,0,7,no,no,no,no,no,no,no,no
2612,no,0,7,no,no,no,no,no,no,no,no
2613,no,0,7,no,no,no,no,no,no,no,no
2614,no,0,7,no,no,no,no,no,no,no,no
2615,no,0,7,no,no,no,no,no,no,no,no
2616,no,0,7,no,no,no,no,no,no,no,no
2617,no,0,7,no,no,no,no,no,no,no,no
2618,no,0,7,no,no,no,no,no,no,no,no
2619,no,0,7,no,no,no,no,no,no,no,no
2620,no,0,7,no,no,no,no,no,no,no,no
2621,no,1,6,no,no,no,no,no,yes,no,no
2622,no,0,7,no,no,no,no,no,no,no,no
2623,yes,6,1,yes,yes,yes,yes,yes,yes,no,yes
2624,yes,0,7,no,no,no,no,no,no,no,no
2625,yes,1,6,no,no,yes,no,no,no,no,no
2626,yes,7,0,yes,yes,yes,yes,yes,yes,yes,yes
2627,no,1,6,no,no,yes,no,no,no,no,no
2628,no,0,7,no,no,no,no,no,no,no,no
2629,no,0,7,no,no,no,no,no,no,no,no
2630,no,0,7,no,no,no,no,no,no,no,no
2631,no,0,7,no,no,no,no,no,no,no,no
2632,no,0,7,no,no,no,no,no,no,no,no
2633,no,1,6,no,no,no,no,no,yes,no,no
2634,no,0,7,no,no,no,no,no,no,no,no
2635,no,0,7,no,no,no,no,no,no,no,no
2636,no,0,7,no,no,no,no,no,no,no,no
2637,no,0,7,no,no,no,no,no,no,no,no
2638,no,0,7,no,no,no,no,no,no,no,no
2639,no,0,7,no,no,no,no,no,no,no,no
2640,yes,0,7,no,no,no,no,no,no,no,no
2641,no,0,7,no,no,no,no,no,no,no,no
2642,no,0,7,no,no,no,no,no,no,no,no
2643,no,0,7,no,no,no,no,no,no,no,no
2644,no,0,7,no,no,no,no,no,no,no,no
2645,yes,6,1,yes,yes,yes,yes,no,yes,yes,yes
2646,no,0,7,no,no,no,no,no,no,no,no
2647,no,1,6,no,no,no,no,no,yes,no,no
2648,no,0,7,no,no,no,no,no,no,no,no
2649,no,0,7,no,no,no,no,no,no,no,no
2650,no,1,6,no,no,no,no,no,no,yes,no
2651,no,0,7,no,no,no,no,no,no,no,no
2652,yes,6,1,yes,yes,yes,yes,yes,yes,no,yes
2653,yes,6,1,no,yes,yes,yes,yes,yes,yes,yes
2654,no,0,7,no,no,no,no,no,no,no,no
2655,no,0,7,no,no,no,no,no,no,no,no
2656,no,0,7,no,no,no,no,no,no,no,no
2657,no,0,7,no,no,no,no,no,no,no,no
2658,no,0,7,no,no,no,no,no,no,no,no
2659,no,0,7,no,no,no,no,no,no,no,no
2660,no,0,7,no,no,no,no,no,no,no,no
2661,no,0,7,no,no,no,no,no,no,no,no
2662,no,0,7,no,no,no,no,no,no,no,no
2663,no,0,7,no,no,no,no,no,no,no,no
2664,no,0,7,no,no,no,no,no,no,no,no
2665,yes,6,1,no,yes,yes,yes,yes,yes,yes,yes
2666,no,0,7,no,no,no,no,no,no,no,no
2667,no,0,7,no,no,no,no,no,no,no,no
2668,no,0,7,no,no,no,no,no,no,no,no
2669,no,0,7,no,no,no,no,no,no,no,no
2670,no,0,7,no,no,no,no,no,no,no,no
2671,no,0,7,no,no,no,no,no,no,no,no
2672,no,0,7,no,no,no,no,no,no,no,no
2673,no,0,7,no,no,no,no,no,no,no,no
2674,no,0,7,no,no,no,no,no,no,no,no
2675,yes,6,1,yes,yes,yes,yes,yes,no,yes,yes
2676,no,0,7,no,no,no,no,no,no,no,no
2677,no,0,7,no,no,no,no,no,no,no,no
2678,no,0,7,no,no,no,no,no,no,no,no
2679,no,1,6,no,no,no,no,no,yes,no,no
2680,yes,0,7,no,no,no,no,no,no,no,no
2681,no,1,6,no,no,no,no,no,yes,no,no
2682,no,0,7,no,no,no,no,no,no,no,no
2683,no,0,7,no,no,no,no,no,no,no,no
2684,no,0,7,no,no,no,no,no,no,no,no
2685,no,0,7,no,no,no,no,no,no,no,no
2686,no,0,7,no,no,no,no,no,no,no,no
